EC,ES,C,RV
0.034482759,0.03030303,0,0.0108
0.034482759,0.03030303,0,0.011
0.034482759,0.03030303,0,0.0112
0.034482759,0.03030303,0,0.0114
0.034482759,0.03030303,0,0.0116
0.034482759,0.03030303,0,0.0118
0.034482759,0.03030303,0,0.012
0.034482759,0.03030303,0,0.0122
0.034482759,0.03030303,0,0.0124
0.034482759,0.03030303,0,0.0126
0.034482759,0.03030303,0,0.0128
0.034482759,0.03030303,0,0.013
0.034482759,0.03030303,0,0.0132
0.034482759,0.03030303,0,0.0134
0.034482759,0.03030303,0,0.0136
0.034482759,0.03030303,0,0.0138
0.034482759,0.03030303,0,0.014
0.034482759,0.03030303,0,0.0142
0.034482759,0.03030303,0,0.0144
0.034482759,0.03030303,0,0.0146
0.034482759,0.03030303,0,0.0148
0.034482759,0.03030303,0,0.015
0.034482759,0.03030303,0,0.0152
0.034482759,0.03030303,0,0.0154
0.034482759,0.03030303,0,0.0156
0.034482759,0.03030303,0,0.0158
0.034482759,0.03030303,0,0.016
0.034482759,0.03030303,0,0.0162
0.034482759,0.03030303,0,0.0164
0.034482759,0.03030303,0,0.0166
0.034482759,0.03030303,0,0.0168
0.034482759,0.03030303,0,0.017
0.034482759,0.03030303,0,0.0172
0.034482759,0.03030303,0,0.0174
0.034482759,0.03030303,0,0.0176
0.034482759,0.03030303,0,0.0178
0.034482759,0.03030303,0,0.018
0.034482759,0.03030303,0,0.0182
0.034482759,0.03030303,0,0.0184
0.034482759,0.03030303,0,0.0186
0.034482759,0.03030303,0,0.0188
0.034482759,0.03030303,0,0.019
0.034482759,0.03030303,0,0.0192
0.034482759,0.03030303,0,0.0194
0.034482759,0.03030303,0,0.0196
0.034482759,0.03030303,0,0.0198
0.034482759,0.03030303,0,0.02
0.034482759,0.03030303,0,0.0202
0.034482759,0.03030303,0,0.0204
0.034482759,0.03030303,0,0.0206
0.034482759,0.03030303,0,0.0208
0.034482759,0.03030303,0,0.021
0.034482759,0.03030303,0,0.0212
0.034482759,0.03030303,0,0.0214
0.034482759,0.03030303,0,0.0216
0.034482759,0.03030303,0,0.0218
0.034482759,0.03030303,0,0.022
0.034482759,0.03030303,0,0.0222
0.034482759,0.03030303,0,0.0224
0.034482759,0.03030303,0,0.0226
0.034482759,0.03030303,0,0.0228
0.034482759,0.03030303,0,0.023
0.034482759,0.03030303,0,0.0232
0.034482759,0.03030303,0,0.0234
0.034482759,0.03030303,0,0.0236
0.034482759,0.03030303,0,0.0238
0.034482759,0.03030303,0,0.024
0.034482759,0.03030303,0,0.0242
0.034482759,0.03030303,0,0.0244
0.034482759,0.03030303,0,0.0246
0.034482759,0.03030303,0,0.0248
0.034482759,0.03030303,0,0.025
0.034482759,0.03030303,0,0.0252
0.034482759,0.03030303,0,0.0254
0.034482759,0.03030303,0,0.0256
0.034482759,0.03030303,0,0.0258
0.034482759,0.03030303,0,0.026
0.034482759,0.03030303,0,0.0262
0.034482759,0.03030303,0,0.0264
0.034482759,0.03030303,0,0.0266
0.034482759,0.03030303,0,0.0268
0.034482759,0.03030303,0,0.027
0.034482759,0.03030303,0,0.0272
0.034482759,0.03030303,0,0.0274
0.034482759,0.03030303,0,0.0276
0.034482759,0.03030303,0,0.0278
0.034482759,0.03030303,0,0.028
0.034482759,0.03030303,0,0.0282
0.034482759,0.03030303,0,0.0284
0.034482759,0.03030303,0,0.0286
0.034482759,0.03030303,0,0.0288
0.034482759,0.03030303,0,0.029
0.034482759,0.03030303,0,0.0292
0.034482759,0.03030303,0,0.0294
0.034482759,0.03030303,0,0.0296
0.034482759,0.03030303,0,0.0298
0.034482759,0.03030303,0,0.03
0.034482759,0.03030303,0,0.0302
0.034482759,0.03030303,0,0.0304
0.034482759,0.03030303,0,0.0306
0.034482759,0.03030303,0,0.0308
0.034482759,0.03030303,0,0.031
0.034482759,0.03030303,0,0.0312
0.034482759,0.03030303,0,0.0314
0.034482759,0.03030303,0,0.0316
0.034482759,0.03030303,0,0.0318
0.034482759,0.03030303,0,0.032
0.034482759,0.03030303,0,0.0322
0.034482759,0.03030303,0,0.0324
0.034482759,0.03030303,0,0.0326
0.034482759,0.03030303,0,0.0328
0.034482759,0.03030303,0,0.033
0.034482759,0.03030303,0,0.0332
0.034482759,0.03030303,0,0.0334
0.034482759,0.03030303,0,0.0336
0.034482759,0.03030303,0,0.0338
0.034482759,0.03030303,0,0.034
0.034482759,0.03030303,0,0.0342
0.034482759,0.03030303,0,0.0344
0.034482759,0.03030303,0,0.0346
0.034482759,0.03030303,0,0.0348
0.034482759,0.03030303,0,0.035
0.034482759,0.03030303,0,0.0352
0.034482759,0.03030303,0,0.0354
0.034482759,0.03030303,0,0.0356
0.034482759,0.03030303,0,0.0358
0.034482759,0.03030303,0,0.036
0.034482759,0.03030303,0,0.0362
0.034482759,0.03030303,0,0.0364
0.034482759,0.03030303,0,0.0366
0.034482759,0.03030303,0,0.0368
0.034482759,0.03030303,0,0.037
0.034482759,0.03030303,0,0.0372
0.034482759,0.03030303,0,0.0374
0.034482759,0.03030303,0,0.0376
0.034482759,0.03030303,0,0.0378
0.034482759,0.03030303,0,0.038
0.034482759,0.03030303,0,0.0382
0.034482759,0.03030303,0,0.0384
0.034482759,0.03030303,0,0.0386
0.034482759,0.03030303,0,0.0388
0.034482759,0.03030303,0,0.039
0.034482759,0.03030303,0,0.0392
0.034482759,0.03030303,0,0.0394
0.034482759,0.03030303,0,0.0396
0.034482759,0.03030303,0,0.0398
0.034482759,0.03030303,0,0.04
0.034482759,0.03030303,0,0.0402
0.034482759,0.03030303,0,0.0404
0.034482759,0.03030303,0,0.0406
0.034482759,0.03030303,0,0.0408
0.034482759,0.03030303,0,0.041
0.034482759,0.03030303,0,0.0412
0.034482759,0.03030303,0,0.0414
0.034482759,0.03030303,0,0.0416
0.034482759,0.03030303,0,0.0418
0.034482759,0.03030303,0,0.042
0.034482759,0.03030303,0,0.0422
0.034482759,0.03030303,0,0.0424
0.034482759,0.03030303,0,0.0426
0.034482759,0.03030303,0,0.0428
0.034482759,0.03030303,0,0.043
0.034482759,0.03030303,0,0.0432
0.034482759,0.03030303,0,0.0434
0.034482759,0.03030303,0,0.0436
0.034482759,0.03030303,0,0.0438
0.034482759,0.03030303,0,0.044
0.034482759,0.03030303,0,0.0442
0.034482759,0.03030303,0,0.0444
0.034482759,0.03030303,0,0.0446
0.034482759,0.03030303,0,0.0448
0.034482759,0.03030303,0,0.045
0.034482759,0.03030303,0,0.0452
0.034482759,0.03030303,0,0.0454
0.034482759,0.03030303,0,0.0456
0.034482759,0.03030303,0,0.0458
0.034482759,0.03030303,0,0.046
0.034482759,0.03030303,0,0.0462
0.034482759,0.03030303,0,0.0464
0.034482759,0.03030303,0,0.0466
0.034482759,0.03030303,0,0.0468
0.034482759,0.03030303,0,0.047
0.034482759,0.03030303,0,0.0472
0.034482759,0.03030303,0,0.0474
0.034482759,0.03030303,0,0.0476
0.034482759,0.03030303,0,0.0478
0.034482759,0.03030303,0,0.048
0.034482759,0.03030303,0,0.0482
0.034482759,0.03030303,0,0.0484
0.034482759,0.03030303,0,0.0486
0.034482759,0.03030303,0,0.0488
0.034482759,0.03030303,0,0.049
0.034482759,0.03030303,0,0.0492
0.034482759,0.03030303,0,0.0494
0.034482759,0.03030303,0,0.0496
0.034482759,0.03030303,0,0.0498
0.034482759,0.03030303,0,0.05
0.034482759,0.03030303,0,0.0502
0.034482759,0.03030303,0,0.0504
0.034482759,0.03030303,0,0.0506
0.034482759,0.03030303,0,0.0508
0.034482759,0.03030303,0,0.051
0.034482759,0.03030303,0,0.0512
0.034482759,0.03030303,0,0.0514
0.034482759,0.03030303,0,0.0516
0.034482759,0.03030303,0,0.0518
0.034482759,0.03030303,0,0.052
0.034482759,0.03030303,0,0.0522
0.034482759,0.03030303,0,0.0524
0.034482759,0.03030303,0,0.0526
0.034482759,0.03030303,0,0.0528
0.034482759,0.03030303,0,0.053
0.034482759,0.03030303,0,0.0532
0.034482759,0.03030303,0,0.0534
0.034482759,0.03030303,0,0.0536
0.034482759,0.03030303,0,0.0538
0.034482759,0.03030303,0,0.054
0.034482759,0.03030303,0,0.0542
0.034482759,0.03030303,0,0.0544
0.034482759,0.03030303,0,0.0546
0.034482759,0.03030303,0,0.0548
0.034482759,0.03030303,0,0.055
0.034482759,0.03030303,0,0.0552
0.034482759,0.03030303,0,0.0554
0.034482759,0.03030303,0,0.0556
0.034482759,0.03030303,0,0.0558
0.034482759,0.03030303,0,0.056
0.034482759,0.03030303,0,0.0562
0.034482759,0.03030303,0,0.0564
0.034482759,0.03030303,0,0.0566
0.034482759,0.03030303,0,0.0568
0.034482759,0.03030303,0,0.057
0.034482759,0.03030303,0,0.0572
0.034482759,0.03030303,0,0.0574
0.034482759,0.03030303,0,0.0576
0.034482759,0.03030303,0,0.0578
0.034482759,0.03030303,0,0.058
0.034482759,0.03030303,0,0.0582
0.034482759,0.03030303,0,0.0584
0.034482759,0.03030303,0,0.0586
0.034482759,0.03030303,0,0.0588
0.034482759,0.060606061,0,0.059
0.034482759,0.060606061,0,0.0592
0.034482759,0.060606061,0,0.0594
0.034482759,0.060606061,0,0.0596
0.034482759,0.060606061,0,0.0598
0.034482759,0.060606061,0,0.06
0.034482759,0.060606061,0,0.0602
0.034482759,0.060606061,0,0.0604
0.034482759,0.060606061,0,0.0606
0.034482759,0.060606061,0,0.0608
0.034482759,0.060606061,0,0.061
0.034482759,0.060606061,0,0.0612
0.034482759,0.060606061,0,0.0614
0.034482759,0.060606061,0,0.0616
0.034482759,0.060606061,0,0.0618
0.034482759,0.060606061,0,0.062
0.034482759,0.060606061,0,0.0622
0.034482759,0.060606061,0,0.0624
0.034482759,0.060606061,0,0.0626
0.034482759,0.060606061,0,0.0628
0.034482759,0.060606061,0,0.063
0.034482759,0.060606061,0,0.0632
0.034482759,0.060606061,0,0.0634
0.034482759,0.060606061,0,0.0636
0.034482759,0.060606061,0,0.0638
0.034482759,0.060606061,0,0.064
0.034482759,0.060606061,0,0.0642
0.034482759,0.060606061,0,0.0644
0.034482759,0.060606061,0,0.0646
0.034482759,0.060606061,0,0.0648
0.034482759,0.060606061,0,0.065
0.034482759,0.060606061,0,0.0652
0.034482759,0.060606061,0,0.0654
0.034482759,0.060606061,0,0.0656
0.034482759,0.060606061,0,0.0658
0.034482759,0.060606061,0,0.066
0.034482759,0.060606061,0,0.0662
0.034482759,0.060606061,0,0.0664
0.034482759,0.060606061,0,0.0666
0.034482759,0.060606061,0,0.0668
0.034482759,0.060606061,0,0.067
0.034482759,0.060606061,0,0.0672
0.034482759,0.060606061,0,0.0674
0.034482759,0.060606061,0,0.0676
0.034482759,0.060606061,0,0.0678
0.034482759,0.060606061,0,0.068
0.034482759,0.060606061,0,0.0682
0.034482759,0.060606061,0,0.0684
0.034482759,0.060606061,0,0.0686
0.034482759,0.060606061,0,0.0688
0.034482759,0.060606061,0,0.069
0.034482759,0.060606061,0,0.0692
0.034482759,0.060606061,0,0.0694
0.034482759,0.060606061,0,0.0696
0.034482759,0.060606061,0,0.0698
0.034482759,0.060606061,0,0.07
0.034482759,0.060606061,0,0.0702
0.034482759,0.060606061,0,0.0704
0.034482759,0.060606061,0,0.0706
0.034482759,0.060606061,0,0.0708
0.034482759,0.060606061,0,0.071
0.034482759,0.060606061,0,0.0712
0.034482759,0.060606061,0,0.0714
0.034482759,0.060606061,0,0.0716
0.034482759,0.060606061,0,0.0718
0.034482759,0.060606061,0,0.072
0.034482759,0.060606061,0,0.0722
0.034482759,0.060606061,0,0.0724
0.034482759,0.060606061,0,0.0726
0.034482759,0.060606061,0,0.0728
0.034482759,0.060606061,0,0.073
0.034482759,0.060606061,0,0.0732
0.034482759,0.060606061,0,0.0734
0.034482759,0.060606061,0,0.0736
0.034482759,0.060606061,0,0.0738
0.034482759,0.060606061,0,0.074
0.034482759,0.060606061,0,0.0742
0.034482759,0.060606061,0,0.0744
0.034482759,0.060606061,0,0.0746
0.034482759,0.060606061,0,0.0748
0.034482759,0.060606061,0,0.075
0.034482759,0.060606061,0,0.0752
0.034482759,0.060606061,0,0.0754
0.034482759,0.060606061,0,0.0756
0.034482759,0.060606061,0,0.0758
0.034482759,0.060606061,0,0.076
0.034482759,0.060606061,0,0.0762
0.034482759,0.060606061,0,0.0764
0.034482759,0.060606061,0,0.0766
0.034482759,0.060606061,0,0.0768
0.034482759,0.060606061,0,0.077
0.034482759,0.060606061,0,0.0772
0.034482759,0.060606061,0,0.0774
0.034482759,0.060606061,0,0.0776
0.034482759,0.060606061,0,0.0778
0.034482759,0.060606061,0,0.078
0.034482759,0.060606061,0,0.0782
0.034482759,0.060606061,0,0.0784
0.034482759,0.060606061,0,0.0786
0.034482759,0.060606061,0,0.0788
0.034482759,0.060606061,0,0.079
0.034482759,0.060606061,0,0.0792
0.034482759,0.060606061,0,0.0794
0.034482759,0.060606061,0,0.0796
0.034482759,0.060606061,0,0.0798
0.034482759,0.060606061,0,0.08
0.034482759,0.060606061,0,0.0802
0.034482759,0.060606061,0,0.0804
0.034482759,0.060606061,0,0.0806
0.034482759,0.060606061,0,0.0808
0.034482759,0.060606061,0,0.081
0.034482759,0.060606061,0,0.0812
0.034482759,0.060606061,0,0.0814
0.034482759,0.060606061,0,0.0816
0.034482759,0.060606061,0,0.0818
0.034482759,0.060606061,0,0.082
0.034482759,0.060606061,0,0.0822
0.034482759,0.060606061,0,0.0824
0.034482759,0.060606061,0,0.0826
0.034482759,0.060606061,0,0.0828
0.034482759,0.060606061,0,0.083
0.034482759,0.060606061,0,0.0832
0.034482759,0.060606061,0,0.0834
0.034482759,0.060606061,0,0.0836
0.034482759,0.060606061,0,0.0838
0.034482759,0.060606061,0,0.084
0.034482759,0.060606061,0,0.0842
0.034482759,0.060606061,0,0.0844
0.034482759,0.060606061,0,0.0846
0.034482759,0.060606061,0,0.0848
0.034482759,0.060606061,0,0.085
0.034482759,0.060606061,0,0.0852
0.034482759,0.060606061,0,0.0854
0.034482759,0.060606061,0,0.0856
0.034482759,0.060606061,0,0.0858
0.034482759,0.060606061,0,0.086
0.034482759,0.060606061,0,0.0862
0.034482759,0.060606061,0,0.0864
0.034482759,0.060606061,0,0.0866
0.034482759,0.060606061,0,0.0868
0.034482759,0.060606061,0,0.087
0.034482759,0.060606061,0,0.0872
0.034482759,0.060606061,0,0.0874
0.034482759,0.060606061,0,0.0876
0.034482759,0.060606061,0,0.0878
0.034482759,0.060606061,0,0.088
0.034482759,0.060606061,0,0.0882
0.034482759,0.060606061,0,0.0884
0.034482759,0.060606061,0,0.0886
0.034482759,0.060606061,0,0.0888
0.034482759,0.060606061,0,0.089
0.034482759,0.060606061,0,0.0892
0.034482759,0.060606061,0,0.0894
0.034482759,0.060606061,0,0.0896
0.034482759,0.060606061,0,0.0898
0.034482759,0.060606061,0,0.09
0.034482759,0.060606061,0,0.0902
0.034482759,0.060606061,0,0.0904
0.034482759,0.060606061,0,0.0906
0.034482759,0.060606061,0,0.0908
0.034482759,0.060606061,0,0.091
0.034482759,0.060606061,0,0.0912
0.034482759,0.060606061,0,0.0914
0.034482759,0.060606061,0,0.0916
0.034482759,0.060606061,0,0.0918
0.034482759,0.060606061,0,0.092
0.034482759,0.060606061,0,0.0922
0.034482759,0.060606061,0,0.0924
0.034482759,0.060606061,0,0.0926
0.034482759,0.060606061,0,0.0928
0.034482759,0.060606061,0,0.093
0.034482759,0.060606061,0,0.0932
0.034482759,0.060606061,0,0.0934
0.034482759,0.060606061,0,0.0936
0.034482759,0.060606061,0,0.0938
0.034482759,0.060606061,0,0.094
0.034482759,0.060606061,0,0.0942
0.034482759,0.060606061,0,0.0944
0.034482759,0.060606061,0,0.0946
0.034482759,0.060606061,0,0.0948
0.034482759,0.060606061,0,0.095
0.034482759,0.060606061,0,0.0952
0.034482759,0.060606061,0,0.0954
0.034482759,0.060606061,0,0.0956
0.034482759,0.060606061,0,0.0958
0.034482759,0.060606061,0,0.096
0.034482759,0.060606061,0,0.0962
0.034482759,0.060606061,0,0.0964
0.034482759,0.060606061,0,0.0966
0.034482759,0.060606061,0,0.0968
0.034482759,0.060606061,0,0.097
0.034482759,0.060606061,0,0.0972
0.034482759,0.060606061,0,0.0974
0.034482759,0.060606061,0,0.0976
0.034482759,0.060606061,0,0.0978
0.034482759,0.060606061,0,0.098
0.034482759,0.060606061,0,0.0982
0.034482759,0.060606061,0,0.0984
0.034482759,0.060606061,0,0.0986
0.034482759,0.060606061,0,0.0988
0.034482759,0.060606061,0,0.099
0.034482759,0.060606061,0,0.0992
0.034482759,0.060606061,0,0.0994
0.034482759,0.060606061,0,0.0996
0.034482759,0.060606061,0,0.0998
0.034482759,0.060606061,0,0.1
0.034482759,0.060606061,0,0.1002
0.034482759,0.060606061,0,0.1004
0.034482759,0.060606061,0,0.1006
0.034482759,0.060606061,0,0.1008
0.034482759,0.060606061,0,0.101
0.034482759,0.060606061,0,0.1012
0.034482759,0.060606061,0,0.1014
0.034482759,0.060606061,0,0.1016
0.034482759,0.060606061,0,0.1018
0.034482759,0.060606061,0,0.102
0.034482759,0.060606061,0,0.1022
0.034482759,0.060606061,0,0.1024
0.034482759,0.060606061,0,0.1026
0.034482759,0.060606061,0,0.1028
0.034482759,0.060606061,0,0.103
0.034482759,0.060606061,0,0.1032
0.034482759,0.060606061,0,0.1034
0.034482759,0.060606061,0,0.1036
0.034482759,0.060606061,0,0.1038
0.034482759,0.060606061,0,0.104
0.034482759,0.060606061,0,0.1042
0.034482759,0.060606061,0,0.1044
0.034482759,0.060606061,0,0.1046
0.034482759,0.060606061,0,0.1048
0.034482759,0.060606061,0,0.105
0.034482759,0.060606061,0,0.1052
0.034482759,0.060606061,0,0.1054
0.034482759,0.060606061,0,0.1056
0.034482759,0.060606061,0,0.1058
0.034482759,0.060606061,0,0.106
0.034482759,0.060606061,0,0.1062
0.034482759,0.060606061,0,0.1064
0.034482759,0.060606061,0,0.1066
0.034482759,0.060606061,0,0.1068
0.034482759,0.060606061,0,0.107
0.034482759,0.060606061,0,0.1072
0.034482759,0.060606061,0,0.1074
0.034482759,0.060606061,0,0.1076
0.034482759,0.060606061,0,0.1078
0.034482759,0.060606061,0,0.108
0.034482759,0.060606061,0,0.1082
0.034482759,0.060606061,0,0.1084
0.034482759,0.060606061,0,0.1086
0.034482759,0.060606061,0,0.1088
0.034482759,0.060606061,0,0.109
0.034482759,0.060606061,0,0.1092
0.034482759,0.060606061,0,0.1094
0.034482759,0.060606061,0,0.1096
0.034482759,0.060606061,0,0.1098
0.034482759,0.060606061,0,0.11
0.034482759,0.060606061,0,0.1102
0.034482759,0.060606061,0,0.1104
0.034482759,0.060606061,0,0.1106
0.034482759,0.060606061,0,0.1108
0.034482759,0.060606061,0,0.111
0.034482759,0.060606061,0,0.1112
0.034482759,0.060606061,0,0.1114
0.034482759,0.060606061,0,0.1116
0.034482759,0.060606061,0,0.1118
0.034482759,0.060606061,0,0.112
0.034482759,0.060606061,0,0.1122
0.034482759,0.060606061,0,0.1124
0.034482759,0.060606061,0,0.1126
0.034482759,0.060606061,0,0.1128
0.034482759,0.060606061,0,0.113
0.034482759,0.060606061,0,0.1132
0.034482759,0.060606061,0,0.1134
0.034482759,0.060606061,0,0.1136
0.034482759,0.060606061,0,0.1138
0.034482759,0.060606061,0,0.114
0.034482759,0.060606061,0,0.1142
0.034482759,0.060606061,0,0.1144
0.034482759,0.060606061,0,0.1146
0.034482759,0.060606061,0,0.1148
0.034482759,0.060606061,0,0.115
0.034482759,0.060606061,0,0.1152
0.034482759,0.060606061,0,0.1154
0.034482759,0.060606061,0,0.1156
0.034482759,0.060606061,0,0.1158
0.034482759,0.060606061,0,0.116
0.034482759,0.060606061,0,0.1162
0.034482759,0.060606061,0.037037037,0.1164
0.034482759,0.060606061,0.037037037,0.1166
0.034482759,0.060606061,0.037037037,0.1168
0.034482759,0.060606061,0.037037037,0.117
0.034482759,0.060606061,0.037037037,0.1172
0.034482759,0.060606061,0.037037037,0.1174
0.034482759,0.060606061,0.037037037,0.1176
0.034482759,0.060606061,0.037037037,0.1178
0.034482759,0.060606061,0.037037037,0.118
0.034482759,0.060606061,0.037037037,0.1182
0.034482759,0.060606061,0.037037037,0.1184
0.034482759,0.060606061,0.037037037,0.1186
0.034482759,0.060606061,0.037037037,0.1188
0.034482759,0.060606061,0.037037037,0.119
0.034482759,0.060606061,0.037037037,0.1192
0.034482759,0.060606061,0.037037037,0.1194
0.034482759,0.060606061,0.037037037,0.1196
0.034482759,0.060606061,0.037037037,0.1198
0.034482759,0.060606061,0.037037037,0.12
0.034482759,0.060606061,0.037037037,0.1202
0.034482759,0.060606061,0.037037037,0.1204
0.034482759,0.060606061,0.037037037,0.1206
0.034482759,0.060606061,0.037037037,0.1208
0.034482759,0.060606061,0.037037037,0.121
0.034482759,0.060606061,0.037037037,0.1212
0.034482759,0.060606061,0.037037037,0.1214
0.034482759,0.060606061,0.037037037,0.1216
0.034482759,0.060606061,0.037037037,0.1218
0.034482759,0.060606061,0.037037037,0.122
0.034482759,0.060606061,0.037037037,0.1222
0.034482759,0.060606061,0.037037037,0.1224
0.034482759,0.060606061,0.037037037,0.1226
0.034482759,0.060606061,0.037037037,0.1228
0.034482759,0.060606061,0.037037037,0.123
0.034482759,0.060606061,0.037037037,0.1232
0.034482759,0.060606061,0.037037037,0.1234
0.034482759,0.060606061,0.037037037,0.1236
0.034482759,0.060606061,0.037037037,0.1238
0.034482759,0.060606061,0.037037037,0.124
0.034482759,0.060606061,0.037037037,0.1242
0.034482759,0.060606061,0.037037037,0.1244
0.034482759,0.060606061,0.037037037,0.1246
0.034482759,0.060606061,0.037037037,0.1248
0.034482759,0.060606061,0.037037037,0.125
0.034482759,0.060606061,0.037037037,0.1252
0.034482759,0.060606061,0.037037037,0.1254
0.034482759,0.060606061,0.037037037,0.1256
0.034482759,0.060606061,0.037037037,0.1258
0.034482759,0.060606061,0.037037037,0.126
0.034482759,0.060606061,0.037037037,0.1262
0.034482759,0.060606061,0.037037037,0.1264
0.034482759,0.060606061,0.037037037,0.1266
0.034482759,0.060606061,0.037037037,0.1268
0.034482759,0.060606061,0.037037037,0.127
0.034482759,0.060606061,0.037037037,0.1272
0.034482759,0.060606061,0.037037037,0.1274
0.034482759,0.060606061,0.037037037,0.1276
0.034482759,0.060606061,0.037037037,0.1278
0.034482759,0.060606061,0.037037037,0.128
0.034482759,0.060606061,0.037037037,0.1282
0.034482759,0.060606061,0.037037037,0.1284
0.034482759,0.060606061,0.037037037,0.1286
0.034482759,0.060606061,0.037037037,0.1288
0.034482759,0.060606061,0.037037037,0.129
0.034482759,0.060606061,0.037037037,0.1292
0.034482759,0.060606061,0.037037037,0.1294
0.034482759,0.060606061,0.037037037,0.1296
0.034482759,0.060606061,0.037037037,0.1298
0.034482759,0.060606061,0.037037037,0.13
0.034482759,0.060606061,0.037037037,0.1302
0.034482759,0.060606061,0.037037037,0.1304
0.034482759,0.060606061,0.037037037,0.1306
0.034482759,0.060606061,0.037037037,0.1308
0.034482759,0.060606061,0.037037037,0.131
0.034482759,0.060606061,0.037037037,0.1312
0.034482759,0.060606061,0.037037037,0.1314
0.034482759,0.060606061,0.037037037,0.1316
0.034482759,0.060606061,0.037037037,0.1318
0.034482759,0.060606061,0.037037037,0.132
0.034482759,0.060606061,0.037037037,0.1322
0.034482759,0.060606061,0.037037037,0.1324
0.034482759,0.060606061,0.037037037,0.1326
0.034482759,0.060606061,0.037037037,0.1328
0.034482759,0.060606061,0.037037037,0.133
0.034482759,0.060606061,0.037037037,0.1332
0.034482759,0.060606061,0.037037037,0.1334
0.034482759,0.060606061,0.037037037,0.1336
0.034482759,0.060606061,0.037037037,0.1338
0.034482759,0.060606061,0.037037037,0.134
0.034482759,0.060606061,0.037037037,0.1342
0.034482759,0.060606061,0.037037037,0.1344
0.034482759,0.060606061,0.037037037,0.1346
0.034482759,0.060606061,0.037037037,0.1348
0.034482759,0.060606061,0.037037037,0.135
0.034482759,0.060606061,0.037037037,0.1352
0.034482759,0.060606061,0.037037037,0.1354
0.034482759,0.060606061,0.037037037,0.1356
0.034482759,0.060606061,0.037037037,0.1358
0.034482759,0.060606061,0.037037037,0.136
0.034482759,0.060606061,0.037037037,0.1362
0.034482759,0.060606061,0.037037037,0.1364
0.034482759,0.060606061,0.037037037,0.1366
0.034482759,0.060606061,0.037037037,0.1368
0.034482759,0.060606061,0.037037037,0.137
0.034482759,0.060606061,0.037037037,0.1372
0.034482759,0.060606061,0.037037037,0.1374
0.034482759,0.060606061,0.037037037,0.1376
0.034482759,0.060606061,0.037037037,0.1378
0.034482759,0.060606061,0.037037037,0.138
0.034482759,0.060606061,0.037037037,0.1382
0.034482759,0.060606061,0.037037037,0.1384
0.034482759,0.060606061,0.037037037,0.1386
0.034482759,0.060606061,0.037037037,0.1388
0.034482759,0.060606061,0.037037037,0.139
0.034482759,0.060606061,0.037037037,0.1392
0.034482759,0.060606061,0.037037037,0.1394
0.034482759,0.060606061,0.037037037,0.1396
0.034482759,0.060606061,0.037037037,0.1398
0.034482759,0.060606061,0.037037037,0.14
0.034482759,0.060606061,0.037037037,0.1402
0.034482759,0.060606061,0.037037037,0.1404
0.034482759,0.060606061,0.037037037,0.1406
0.034482759,0.060606061,0.037037037,0.1408
0.034482759,0.060606061,0.037037037,0.141
0.034482759,0.060606061,0.037037037,0.1412
0.034482759,0.060606061,0.037037037,0.1414
0.034482759,0.060606061,0.037037037,0.1416
0.034482759,0.060606061,0.037037037,0.1418
0.034482759,0.060606061,0.037037037,0.142
0.034482759,0.060606061,0.037037037,0.1422
0.034482759,0.060606061,0.037037037,0.1424
0.034482759,0.060606061,0.037037037,0.1426
0.034482759,0.060606061,0.037037037,0.1428
